1739811899.449825 server started (13567): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1739811899.449897 on Darwin 24.2.0 Darwin Kernel Version 24.2.0: Fri Dec  6 18:51:28 PST 2024; root:xnu-11215.61.5~2/RELEASE_ARM64_T8112
1739811899.449906 using libevent 2.1.12-stable select
1739811899.449917 using utf8proc 2.10.0
1739811899.449924 using ncurses 6.5 20240427
1739811899.659331 server_client_print: bind-key    -T prefix       <                      display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1739811899.659341 sending message 304 to peer 0x138020000 (576 bytes)
1739811899.659343 file 1 sent 572, left 0
1739811899.659347 server_client_print: bind-key    -T prefix       =                      choose-buffer -Z
1739811899.659349 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659351 file 1 sent 68, left 0
1739811899.659422 server_client_print: bind-key    -T prefix       >                      display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1739811899.659425 sending message 304 to peer 0x138020000 (1504 bytes)
1739811899.659427 file 1 sent 1500, left 0
1739811899.659431 server_client_print: bind-key    -T prefix       ?                      list-keys -N
1739811899.659433 sending message 304 to peer 0x138020000 (68 bytes)
1739811899.659435 file 1 sent 64, left 0
1739811899.659439 server_client_print: bind-key    -T prefix       C                      customize-mode -Z
1739811899.659441 sending message 304 to peer 0x138020000 (73 bytes)
1739811899.659443 file 1 sent 69, left 0
1739811899.659447 server_client_print: bind-key    -T prefix       D                      choose-client -Z
1739811899.659449 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659451 file 1 sent 68, left 0
1739811899.659454 server_client_print: bind-key    -T prefix       E                      select-layout -E
1739811899.659456 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659458 file 1 sent 68, left 0
1739811899.659463 server_client_print: bind-key    -T prefix       I                      run-shell /Users/richie/.tmux/plugins/tpm/bindings/install_plugins
1739811899.659465 sending message 304 to peer 0x138020000 (122 bytes)
1739811899.659467 file 1 sent 118, left 0
1739811899.659471 server_client_print: bind-key    -T prefix       L                      switch-client -l
1739811899.659473 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659475 file 1 sent 68, left 0
1739811899.659478 server_client_print: bind-key    -T prefix       M                      select-pane -M
1739811899.659480 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659482 file 1 sent 66, left 0
1739811899.659487 server_client_print: bind-key    -T prefix       U                      run-shell /Users/richie/.tmux/plugins/tpm/bindings/update_plugins
1739811899.659489 sending message 304 to peer 0x138020000 (121 bytes)
1739811899.659494 file 1 sent 117, left 0
1739811899.659497 server_client_print: bind-key    -T prefix       [                      copy-mode
1739811899.659499 sending message 304 to peer 0x138020000 (65 bytes)
1739811899.659501 file 1 sent 61, left 0
1739811899.659505 server_client_print: bind-key    -T prefix       ]                      paste-buffer -p
1739811899.659507 sending message 304 to peer 0x138020000 (71 bytes)
1739811899.659509 file 1 sent 67, left 0
1739811899.659512 server_client_print: bind-key    -T prefix       c                      new-window
1739811899.659514 sending message 304 to peer 0x138020000 (66 bytes)
1739811899.659516 file 1 sent 62, left 0
1739811899.659519 server_client_print: bind-key    -T prefix       d                      detach-client
1739811899.659521 sending message 304 to peer 0x138020000 (69 bytes)
1739811899.659523 file 1 sent 65, left 0
1739811899.659528 server_client_print: bind-key    -T prefix       f                      command-prompt { find-window -Z "%%" }
1739811899.659530 sending message 304 to peer 0x138020000 (94 bytes)
1739811899.659532 file 1 sent 90, left 0
1739811899.659535 server_client_print: bind-key    -T prefix       i                      display-message
1739811899.659537 sending message 304 to peer 0x138020000 (71 bytes)
1739811899.659539 file 1 sent 67, left 0
1739811899.659543 server_client_print: bind-key    -T prefix       l                      last-window
1739811899.659545 sending message 304 to peer 0x138020000 (67 bytes)
1739811899.659546 file 1 sent 63, left 0
1739811899.659550 server_client_print: bind-key    -T prefix       m                      select-pane -m
1739811899.659552 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659554 file 1 sent 66, left 0
1739811899.659557 server_client_print: bind-key    -T prefix       n                      next-window
1739811899.659559 sending message 304 to peer 0x138020000 (67 bytes)
1739811899.659561 file 1 sent 63, left 0
1739811899.659565 server_client_print: bind-key    -T prefix       o                      select-pane -t :.+
1739811899.659567 sending message 304 to peer 0x138020000 (74 bytes)
1739811899.659569 file 1 sent 70, left 0
1739811899.659572 server_client_print: bind-key    -T prefix       p                      previous-window
1739811899.659574 sending message 304 to peer 0x138020000 (71 bytes)
1739811899.659576 file 1 sent 67, left 0
1739811899.659579 server_client_print: bind-key    -T prefix       q                      display-panes
1739811899.659581 sending message 304 to peer 0x138020000 (69 bytes)
1739811899.659583 file 1 sent 65, left 0
1739811899.659587 server_client_print: bind-key    -T prefix       r                      refresh-client
1739811899.659589 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659590 file 1 sent 66, left 0
1739811899.659595 server_client_print: bind-key    -T prefix       s                      choose-tree -Zs
1739811899.659597 sending message 304 to peer 0x138020000 (71 bytes)
1739811899.659598 file 1 sent 67, left 0
1739811899.659602 server_client_print: bind-key    -T prefix       t                      clock-mode
1739811899.659604 sending message 304 to peer 0x138020000 (66 bytes)
1739811899.659606 file 1 sent 62, left 0
1739811899.659610 server_client_print: bind-key    -T prefix       w                      choose-tree -Zw
1739811899.659612 sending message 304 to peer 0x138020000 (71 bytes)
1739811899.659614 file 1 sent 67, left 0
1739811899.659619 server_client_print: bind-key    -T prefix       x                      confirm-before -p "kill-pane #P? (y/n)" kill-pane
1739811899.659621 sending message 304 to peer 0x138020000 (105 bytes)
1739811899.659623 file 1 sent 101, left 0
1739811899.659627 server_client_print: bind-key    -T prefix       z                      resize-pane -Z
1739811899.659629 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659631 file 1 sent 66, left 0
1739811899.659635 server_client_print: bind-key    -T prefix       \\{                     swap-pane -U
1739811899.659637 sending message 304 to peer 0x138020000 (68 bytes)
1739811899.659641 file 1 sent 64, left 0
1739811899.659645 server_client_print: bind-key    -T prefix       \\}                     swap-pane -D
1739811899.659647 sending message 304 to peer 0x138020000 (68 bytes)
1739811899.659649 file 1 sent 64, left 0
1739811899.659652 server_client_print: bind-key    -T prefix       \\~                     show-messages
1739811899.659654 sending message 304 to peer 0x138020000 (69 bytes)
1739811899.659656 file 1 sent 65, left 0
1739811899.659660 server_client_print: bind-key -r -T prefix       DC                     refresh-client -c
1739811899.659662 sending message 304 to peer 0x138020000 (73 bytes)
1739811899.659664 file 1 sent 69, left 0
1739811899.659668 server_client_print: bind-key    -T prefix       PPage                  copy-mode -u
1739811899.659670 sending message 304 to peer 0x138020000 (68 bytes)
1739811899.659671 file 1 sent 64, left 0
1739811899.659675 server_client_print: bind-key -r -T prefix       Up                     select-pane -U
1739811899.659677 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659679 file 1 sent 66, left 0
1739811899.659682 server_client_print: bind-key -r -T prefix       Down                   select-pane -D
1739811899.659684 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659686 file 1 sent 66, left 0
1739811899.659690 server_client_print: bind-key -r -T prefix       Left                   select-pane -L
1739811899.659692 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659693 file 1 sent 66, left 0
1739811899.659697 server_client_print: bind-key -r -T prefix       Right                  select-pane -R
1739811899.659699 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659701 file 1 sent 66, left 0
1739811899.659705 server_client_print: bind-key    -T prefix       M-1                    select-layout even-horizontal
1739811899.659707 sending message 304 to peer 0x138020000 (85 bytes)
1739811899.659709 file 1 sent 81, left 0
1739811899.659713 server_client_print: bind-key    -T prefix       M-2                    select-layout even-vertical
1739811899.659715 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.659717 file 1 sent 79, left 0
1739811899.659721 server_client_print: bind-key    -T prefix       M-3                    select-layout main-horizontal
1739811899.659723 sending message 304 to peer 0x138020000 (85 bytes)
1739811899.659725 file 1 sent 81, left 0
1739811899.659729 server_client_print: bind-key    -T prefix       M-4                    select-layout main-vertical
1739811899.659731 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.659733 file 1 sent 79, left 0
1739811899.659737 server_client_print: bind-key    -T prefix       M-5                    select-layout tiled
1739811899.659739 sending message 304 to peer 0x138020000 (75 bytes)
1739811899.659741 file 1 sent 71, left 0
1739811899.659745 server_client_print: bind-key    -T prefix       M-6                    select-layout main-horizontal-mirrored
1739811899.659747 sending message 304 to peer 0x138020000 (94 bytes)
1739811899.659749 file 1 sent 90, left 0
1739811899.659753 server_client_print: bind-key    -T prefix       M-7                    select-layout main-vertical-mirrored
1739811899.659755 sending message 304 to peer 0x138020000 (92 bytes)
1739811899.659757 file 1 sent 88, left 0
1739811899.659761 server_client_print: bind-key    -T prefix       M-n                    next-window -a
1739811899.659763 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659764 file 1 sent 66, left 0
1739811899.659768 server_client_print: bind-key    -T prefix       M-o                    rotate-window -D
1739811899.659770 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659772 file 1 sent 68, left 0
1739811899.659776 server_client_print: bind-key    -T prefix       M-p                    previous-window -a
1739811899.659778 sending message 304 to peer 0x138020000 (74 bytes)
1739811899.659780 file 1 sent 70, left 0
1739811899.659784 server_client_print: bind-key    -T prefix       M-u                    run-shell /Users/richie/.tmux/plugins/tpm/bindings/clean_plugins
1739811899.659789 sending message 304 to peer 0x138020000 (120 bytes)
1739811899.659791 file 1 sent 116, left 0
1739811899.659795 server_client_print: bind-key -r -T prefix       M-Up                   resize-pane -U 5
1739811899.659797 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659799 file 1 sent 68, left 0
1739811899.659803 server_client_print: bind-key -r -T prefix       M-Down                 resize-pane -D 5
1739811899.659805 sending message 304 to peer 0x138020000 (72 bytes)
